priority,barcode,product,odoo_category,shopify_state,days_since_first_stocked,in_store_rev_30d_EGP,in_store_gp_30d_EGP,units_30d,stock_on_hand,stock_at_cost_EGP,wave
1454,8412497744978,Minnie Mouse Premium Bottle 620 ml,School,ACTIVE_UNPUBLISHED,734,799,245,1,1,456,"Wave 2 — in stock, existing range"
1455,1006657145099,[1006657145099] Kids Coloring Apron - Pink & Red,Various,NOT_IN_SHOPIFY,742,798,245,2,1,228,"Wave 2 — in stock, existing range"
1456,1006657143099,[1006657143099] Kids Coloring Apron - LOL,Various,NOT_IN_SHOPIFY,742,798,245,2,5,1138,"Wave 2 — in stock, existing range"
1457,4000169609099,459 Kids ring,Clothing,NOT_IN_SHOPIFY,76,352,180,4,18,576,"Wave 1 — in stock, new arrival"
1458,4000169619099,411 Stick,Clothing,NOT_IN_SHOPIFY,76,325,180,5,11,231,"Wave 1 — in stock, new arrival"
1459,4001583959099,97 قفاش   مشبك,Clothing,NOT_IN_SHOPIFY,134,440,242,8,36,648,"Wave 2 — in stock, existing range"
1460,4001556118099,[40015-60-5] Kids Hair Elastic,Clothing,NOT_IN_SHOPIFY,225,440,242,8,25,450,"Wave 2 — in stock, existing range"
1461,4000175999099,296-1 Kitty Hair Clip & Snap Clip,Clothing,NOT_IN_SHOPIFY,183,455,242,7,36,810,"Wave 2 — in stock, existing range"
1462,2071591269099,QS527A قطار توماس سبراى صوت ونور,Toys (Consignment),NOT_IN_SHOPIFY,126,1360,241,1,6,5712,"Wave 2 — in stock, existing range"
1463,1065975566099,CPS2FT642 Banana Cup Set 2-Piece 300ml - Fuchsia & Turquoise,Various,ACTIVE_UNPUBLISHED,286,1053,241,8,120,10264,"Wave 2 — in stock, existing range"
1464,4000169585099,401 Butterfly clip,Clothing,NOT_IN_SHOPIFY,76,315,178,7,14,196,"Wave 1 — in stock, new arrival"
1465,8364217982507,[8364217982507] Philips Boys 20-inch Bicycle with Alloy Wheels P302/20,Toys (Consignment),NOT_IN_SHOPIFY,728,5990,962,1,0,0,"Wave 4 — needs reorder, older range"
1466,1071854786003,8004  Girls' Flowers Print Short-Sleeve Pajama Set -Olive Green,Clothing,NOT_IN_SHOPIFY,102,1123,178,3,29,7801,"Wave 1 — in stock, new arrival"
1467,1053125145099,00510-Stainless Steel Bottle 280ml - Turquoise,School,NOT_IN_SHOPIFY,756,940,240,1,1,585,"Wave 2 — in stock, existing range"
1468,5900511165050,[10331-16505] Puzzle 100 Pieces,Toys (Consignment),NOT_IN_SHOPIFY,330,1140,240,4,1,190,"Wave 2 — in stock, existing range"
1469,1043635540099,A97 Steak white,School,NOT_IN_SHOPIFY,48,1402,710,26,0,0,"Wave 3 — needs reorder, new range"
1470,2071996930099,G301 INFANT SAFETY SEAT,Baby Essentials (Consignment),ACTIVE_UNPUBLISHED,123,4210,957,1,0,0,"Wave 4 — needs reorder, older range"
1471,2073683647099,ZT-SL305 Children's tricycle four in one stroller,Toys (Consignment),ACTIVE_UNPUBLISHED,18,4000,709,2,0,0,"Wave 3 — needs reorder, new range"
1472,4895038522732,002273 Tiny Tots Learning Pad,Toys,ACTIVE_UNPUBLISHED,756,3300,955,3,0,0,"Wave 4 — needs reorder, older range"
1473,4000169627099,465 bandana,Clothing,NOT_IN_SHOPIFY,76,320,177,4,7,182,"Wave 1 — in stock, new arrival"
1474,1285554886761,[20695-4172] 4172 Kids Fire Truck Building Blocks 260 Pieces,Toys (Consignment),NOT_IN_SHOPIFY,335,855,238,1,1,512,"Wave 2 — in stock, existing range"
1475,4000169608099,498 A box of sticks,Clothing,NOT_IN_SHOPIFY,76,320,176,5,2,42,"Wave 1 — in stock, new arrival"
1476,4000190264099,6 Girls Hair Elastic - Charm,Clothing,NOT_IN_SHOPIFY,377,416,237,5,6,154,"Wave 2 — in stock, existing range"
1477,1003963059007,110200 Boxer,Clothing,NOT_IN_SHOPIFY,679,1065,236,6,4,499,"Wave 2 — in stock, existing range"
1478,1003995752004,104 UnderShirt,Clothing,NOT_IN_SHOPIFY,751,749,232,4,31,3289,"Wave 2 — in stock, existing range"
1479,4000785677099,6657A سجاده بيبي بيانو ك ANIMAL,Toys,ACTIVE_UNPUBLISHED,60,2380,688,2,0,0,"Wave 3 — needs reorder, new range"
1480,1043686939099,Bandana 1400,Clothing,NOT_IN_SHOPIFY,190,510,231,6,5,180,"Wave 2 — in stock, existing range"
1481,1006686959099,2559 لانش بوكس مقسم ضد التسريب ستانلس 710 مللى 3 COLORS,Various,ACTIVE_UNPUBLISHED,19,2466,683,4,0,0,"Wave 3 — needs reorder, new range"
1482,1066203175099,GB5238TB-Baby  Backpack + Lunch Bag + Pencil Case  18,School,ACTIVE_UNPUBLISHED,413,3500,921,1,0,0,"Wave 4 — needs reorder, older range"
1483,4000715748099,[4000715748099] YT603 Baby Piano Play Mat Giraffe - Pink,Toys,ACTIVE_UNPUBLISHED,403,2600,920,4,0,0,"Wave 4 — needs reorder, older range"
1484,4000785695099,MKL-D12 اسكوتر كرسي موسيقى ونور معدن اورانج*رمادي,Toys,ACTIVE_UNPUBLISHED,60,2350,681,1,0,0,"Wave 3 — needs reorder, new range"
1485,6956661674033,3128B اورج مع مكروفون مع شاحن USB,Toys (Consignment),ACTIVE_UNPUBLISHED,75,615,170,1,1,369,"Wave 1 — in stock, new arrival"
1486,4000764233099,145\شنطة ألوان معدن ك يونى كورن بينك,Various,ACTIVE_UNPUBLISHED,46,2400,680,3,0,0,"Wave 3 — needs reorder, new range"
1487,6942046021530,7276M 3D+GOLDGIFTBAG(32X26X10CM),Various (Consignment),NOT_IN_SHOPIFY,64,448,170,7,5,160,"Wave 1 — in stock, new arrival"
1488,681070197618,1957518-Get Well Monkey,Toys,NOT_IN_SHOPIFY,616,354,229,2,6,243,"Wave 2 — in stock, existing range"
1489,4001562849099,[4001562849099] Girls Shaped Hair Clamps,Various,NOT_IN_SHOPIFY,274,405,229,9,38,532,"Wave 2 — in stock, existing range"
1490,4000134270099,90 Hair Strand Clip Mermaid,Various,NOT_IN_SHOPIFY,386,413,229,6,3,67,"Wave 2 — in stock, existing range"
1491,1014817591099,[10148-SY002B-1] SY002B Baby Musical Play Mat,Toys (Consignment),NOT_IN_SHOPIFY,376,830,229,1,2,999,"Wave 2 — in stock, existing range"
1492,1067992158099,Shoulder Bag,Various,ACTIVE_UNPUBLISHED,75,2570,675,2,0,0,"Wave 3 — needs reorder, new range"
1493,4000169584099,444 Stick,Clothing,NOT_IN_SHOPIFY,76,319,169,6,3,56,"Wave 1 — in stock, new arrival"
1494,1023844784008,0563 Pantie,Clothing,NOT_IN_SHOPIFY,725,898,227,5,32,3587,"Wave 2 — in stock, existing range"
1495,0090159393603,393601:18 H-D Series 41 1928 JDH Twin Cam ,Toys (Consignment),NOT_IN_SHOPIFY,237,1000,227,1,55,35747,"Wave 2 — in stock, existing range"
1496,2024110107044,818-332 FURNITURE SET,Toys (Consignment),ACTIVE_UNPUBLISHED,64,3190,672,2,0,0,"Wave 3 — needs reorder, new range"
1497,205669711209M,23920 Girls T-Shirt,Clothing,ACTIVE_UNPUBLISHED,75,590,168,1,8,2800,"Wave 1 — in stock, new arrival"
1498,1023810759004,0664 Boxer Shorts Pack Of 2,Clothing,NOT_IN_SHOPIFY,756,930,226,6,4,405,"Wave 2 — in stock, existing range"
1499,1060154180099,MD-6314-Stainless Steel Water Bottle,School,ACTIVE_UNPUBLISHED,109,1900,667,4,0,0,"Wave 3 — needs reorder, new range"
1500,1060154165099,063-2042-Plastic Water Bottle,School,ACTIVE_UNPUBLISHED,109,1900,667,4,0,0,"Wave 3 — needs reorder, new range"
1501,6942046029079,2242L GOLDSTAMPGIFTBAG(40X30X12CM),Various (Consignment),NOT_IN_SHOPIFY,64,1760,666,22,0,0,"Wave 3 — needs reorder, new range"
1502,1052898284099,991 -15-inch Backpack - Fuchsia/Purple - B-R A Fairy,School,ACTIVE_UNPUBLISHED,34,4350,666,3,0,0,"Wave 3 — needs reorder, new range"
1503,4246100536,424610 Sneakers,Clothing,NOT_IN_SHOPIFY,452,2380,898,2,0,0,"Wave 4 — needs reorder, older range"
1504,1060154323099,016-Pencil Case,School,ACTIVE_UNPUBLISHED,109,1920,664,12,0,0,"Wave 3 — needs reorder, new range"
1505,1072654745099,جوندول تيستي مجموعة ادوات مائدة شوكة ملعقة وسكين,School,ACTIVE_UNPUBLISHED,36,2576,664,23,0,0,"Wave 3 — needs reorder, new range"
1506,1060154285099,3515-Pencil Case,School,ACTIVE_UNPUBLISHED,109,1896,663,8,-1,-125,"Wave 3 — needs reorder, new range"
1507,1066203163099,GB5043TB-Trolley Bag + Pencil Case  17,School,ACTIVE_UNPUBLISHED,413,3400,895,1,0,0,"Wave 4 — needs reorder, older range"
1508,1043615624099,1586 Qafash,Various,NOT_IN_SHOPIFY,113,325,165,5,9,216,"Wave 1 — in stock, new arrival"
1509,6222360955024,995-5024A خيمه ميكى + 100 كرة,Toys (Consignment),ACTIVE_UNPUBLISHED,99,2900,659,2,0,0,"Wave 3 — needs reorder, new range"
1510,1072654744099,جوندول تيستي مجموعة ادوات مائدة شوكة ملعقة وسكين,School,ACTIVE_UNPUBLISHED,36,2486,654,22,0,0,"Wave 3 — needs reorder, new range"
1511,1053837645099,Shell Crescent Necklace 269,Various,NOT_IN_SHOPIFY,420,525,221,3,30,2400,"Wave 2 — in stock, existing range"
1512,4001069854099,XQ308-5 Baby Rattle Lion,Toys,ACTIVE_UNPUBLISHED,616,2488,882,20,0,0,"Wave 4 — needs reorder, older range"
1513,4000134269099,89 Hair Strand Clip Butterfly,Various,NOT_IN_SHOPIFY,386,385,220,7,8,135,"Wave 2 — in stock, existing range"
1514,1067947867099,D e (black),Various,ACTIVE_UNPUBLISHED,559,3300,877,2,0,0,"Wave 4 — needs reorder, older range"
1515,1023226499036,26118 Sneakers,Clothing,NOT_IN_SHOPIFY,186,665,219,1,4,1456,"Wave 2 — in stock, existing range"
1516,1023226494031,26118 Sneakers,Clothing,NOT_IN_SHOPIFY,186,665,219,1,3,1092,"Wave 2 — in stock, existing range"
1517,1023226496033,26118 Sneakers,Clothing,NOT_IN_SHOPIFY,186,665,219,1,1,364,"Wave 2 — in stock, existing range"
1518,1053815676099,279 Bow Chain,Various,NOT_IN_SHOPIFY,333,557,219,3,13,1170,"Wave 2 — in stock, existing range"
1519,1043635543099,A301 Steak white,School,NOT_IN_SHOPIFY,48,1206,648,41,0,0,"Wave 3 — needs reorder, new range"
1520,4001590703099,3903 Sortit,Clothing,NOT_IN_SHOPIFY,117,280,162,14,23,138,"Wave 1 — in stock, new arrival"
1521,1073091250002,309421-2 Girls Light Denim Boyfriend Shorts with Rolled Cuffs,Clothing,NOT_IN_SHOPIFY,77,549,162,1,35,11200,"Wave 1 — in stock, new arrival"
1522,4000191279099,562 Scrunchie Acrylic,Various,NOT_IN_SHOPIFY,253,408,218,7,9,180,"Wave 2 — in stock, existing range"
1523,4000191490099,Hair Accessories - FIFA,Various,NOT_IN_SHOPIFY,169,425,218,5,1,31,"Wave 2 — in stock, existing range"
1524,4000176011099,271 Girls Hair Elastic,Clothing,NOT_IN_SHOPIFY,183,396,217,10,26,338,"Wave 2 — in stock, existing range"
1525,1023295245025,26130 Sneakers,Clothing,NOT_IN_SHOPIFY,95,598,161,1,29,10557,"Wave 1 — in stock, new arrival"
1526,1071490402099,لوحه خشبيه تعليميه حروف انجليزي,Toys,ACTIVE_UNPUBLISHED,4,480,161,4,26,1690,"Wave 1 — in stock, new arrival"
1527,1014883514099,[10148-9020-5F-1] 9020-5F Kids RC Charger Car 1:8 High Speed 12km/h - Black,Toys (Consignment),ACTIVE_UNPUBLISHED,172,3115,865,1,0,0,"Wave 4 — needs reorder, older range"
1528,1014896947099,55860/6'Solid body joint barbie with fittings,Toys (Consignment),NOT_IN_SHOPIFY,687,770,216,2,14,3216,"Wave 2 — in stock, existing range"
1529,4002081264099,[40020-K8686A] K8686A Makeup Tools Trolley Bag Set 2-in-1 - Baby Blue,Toys,ACTIVE_UNPUBLISHED,228,2437,864,4,0,0,"Wave 4 — needs reorder, older range"
1530,6223018170631,"Tank Tritan - Printed, 525ml Animals  Grey",Various,ACTIVE_UNPUBLISHED,54,2756,639,15,0,0,"Wave 3 — needs reorder, new range"
1531,703588019692,[L1969] 27CM TALL EXT LIBERTY - WHITE,Baby Essentials,ACTIVE_UNPUBLISHED,608,2490,862,1,0,0,"Wave 4 — needs reorder, older range"
1532,1072152741099,بطاريه هوفر بورد,Various,NOT_IN_SHOPIFY,130,1690,215,1,1,1267,"Wave 2 — in stock, existing range"
1533,1023274612033,1005 Sneakers,Clothing,NOT_IN_SHOPIFY,580,605,214,1,2,633,"Wave 2 — in stock, existing range"
1534,261119842109960,B98421 Short,Clothing (Consignment),ACTIVE_UNPUBLISHED,111,698,159,2,3,681,"Wave 1 — in stock, new arrival"
1535,261119842106960,B98421 Short,Clothing (Consignment),ACTIVE_UNPUBLISHED,111,698,159,2,2,454,"Wave 1 — in stock, new arrival"
1536,4000113161099,689-Fuschia crossbody bag,Various,NOT_IN_SHOPIFY,69,1320,633,3,0,0,"Wave 3 — needs reorder, new range"
1537,1023274615036,1005 Sneakers,Clothing,NOT_IN_SHOPIFY,580,605,214,1,1,317,"Wave 2 — in stock, existing range"
1538,1066648682099,642924  Lunch Bag Unicorn Design,School,ACTIVE_UNPUBLISHED,49,2658,632,2,0,0,"Wave 3 — needs reorder, new range"
1539,1052885673099,993 18-inch Backpack - Orange/Black - Basketball,School,ACTIVE_UNPUBLISHED,45,3570,632,2,0,0,"Wave 3 — needs reorder, new range"
1540,4000169596099,550 Tic Tac   Stick,Clothing,NOT_IN_SHOPIFY,76,294,158,5,8,160,"Wave 1 — in stock, new arrival"
1541,4000182658099,609 استك فيونكه,Clothing,NOT_IN_SHOPIFY,33,294,158,5,31,620,"Wave 1 — in stock, new arrival"
1542,1003935519099,147 Bib,Clothing,NOT_IN_SHOPIFY,159,762,213,10,4,182,"Wave 2 — in stock, existing range"
1543,4000182679099,547 قفاش وسط,Clothing,NOT_IN_SHOPIFY,33,280,158,8,28,308,"Wave 1 — in stock, new arrival"
1544,4000764243099,Q105\بوتى أورانج*بترولى C-R,Various,ACTIVE_UNPUBLISHED,46,2200,630,2,0,0,"Wave 3 — needs reorder, new range"
1545,4000764242099,Q105\بوتى أخضر C-R,Various,ACTIVE_UNPUBLISHED,46,2200,630,2,0,0,"Wave 3 — needs reorder, new range"
1546,2073339460009,CD031-B-PEB Romper ,Clothing (Consignment),ACTIVE_UNPUBLISHED,134,1199,212,1,2,1679,"Wave 2 — in stock, existing range"
1547,1060134699099,تيكت مدارس اشكال  4X1,School,ACTIVE_UNPUBLISHED,83,448,157,16,5,74,"Wave 1 — in stock, new arrival"
1548,1071495245099,Labubu the monsters energy,Various,ACTIVE_UNPUBLISHED,448,1900,847,1,0,0,"Wave 4 — needs reorder, older range"
1549,4001537162099,77 مشبك فيونكه ,Various,NOT_IN_SHOPIFY,131,385,212,7,18,324,"Wave 2 — in stock, existing range"
1550,5060630044343,Tangle Teezer Lilac Naturally Curly,Clothing,ACTIVE_UNPUBLISHED,751,4059,845,6,0,0,"Wave 4 — needs reorder, older range"
1551,20704071099,Bedding Fitted Sheet Stars - Yellow,Baby Essentials,NOT_IN_SHOPIFY,693,560,211,2,1,140,"Wave 2 — in stock, existing range"
1552,65515,Wedding Cards,Party,NOT_IN_SHOPIFY,751,560,211,16,118,2065,"Wave 2 — in stock, existing range"
1553,1043615641099,1575 Hair Clip,Various,NOT_IN_SHOPIFY,113,315,156,3,1,40,"Wave 1 — in stock, new arrival"
1554,1072654747099,جوندول تيستي مجموعة ادوات مائدة شوكة ملعقة وسكين,School,ACTIVE_UNPUBLISHED,36,2452,624,22,0,0,"Wave 3 — needs reorder, new range"
1555,0195969869406,Boys' Sneakers,Clothing,NOT_IN_SHOPIFY,756,2399,842,1,0,0,"Wave 4 — needs reorder, older range"
1556,6954445130942,[6954445130942] KF689 Toy Gym Bowling Set,Toys (Consignment),NOT_IN_SHOPIFY,753,999,210,1,1,666,"Wave 2 — in stock, existing range"
1557,9646364808015,[9646364808015] Doll,Toys (Consignment),NOT_IN_SHOPIFY,678,999,210,1,2,1332,"Wave 2 — in stock, existing range"
1558,0842817091907,[842817091907] 407RB Ice Cream Shape Water Bottle - Red/Blue,Toys (Consignment),NOT_IN_SHOPIFY,239,999,210,1,1,666,"Wave 2 — in stock, existing range"
1559,1060154210099,95518-Plastic Water Bottle,School,ACTIVE_UNPUBLISHED,109,1838,622,5,-1,-198,"Wave 3 — needs reorder, new range"
1560,1071798275099,"Cube-169-3 Bingo Squishy Large soda cans PU Mixed style, with mesh bags 12 pieces",Toys,ACTIVE_UNPUBLISHED,36,2025,622,27,0,0,"Wave 3 — needs reorder, new range"
1561,1070295127012,13315 Kaftan,Clothing,ACTIVE_UNPUBLISHED,187,648,210,1,1,359,"Wave 2 — in stock, existing range"
1562,1073091234009,209421-1 Girls Dark Denim Boyfriend Shorts with Rolled Cuffs,Clothing,NOT_IN_SHOPIFY,77,519,155,1,67,20100,"Wave 1 — in stock, new arrival"
1563,1073091235012,209421-1 Girls Dark Denim Boyfriend Shorts with Rolled Cuffs,Clothing,NOT_IN_SHOPIFY,77,519,155,1,67,20100,"Wave 1 — in stock, new arrival"
1564,1073091236018,209421-1 Girls Dark Denim Boyfriend Shorts with Rolled Cuffs,Clothing,NOT_IN_SHOPIFY,77,519,155,1,69,20700,"Wave 1 — in stock, new arrival"
1565,1073091241012,209421-3 Girls Medium Denim Boyfriend Shorts with Rolled Cuffs,Clothing,NOT_IN_SHOPIFY,77,519,155,1,71,21300,"Wave 1 — in stock, new arrival"
1566,2072069839099,78016  1X TRNR SIPPEE 300ML,Baby Essentials (Consignment),ACTIVE_UNPUBLISHED,83,3500,620,5,0,0,"Wave 3 — needs reorder, new range"
1567,8364217982716,عجله 12 م فروزين بحامل عروسة 12/202,Toys (Consignment),NOT_IN_SHOPIFY,112,3850,618,1,0,0,"Wave 3 — needs reorder, new range"
1568,2066980270040,353  Socks (Pack Of 3),Clothing (Consignment),NOT_IN_SHOPIFY,468,750,208,5,51,4590,"Wave 2 — in stock, existing range"
1569,2066980264040,359  Socks (Pack Of 3),Clothing (Consignment),NOT_IN_SHOPIFY,468,750,208,5,78,7020,"Wave 2 — in stock, existing range"
1570,6930751316423,95500-RC 1:12 BMW 18 Roadstar,Toys,ACTIVE_UNPUBLISHED,741,2999,831,1,0,0,"Wave 4 — needs reorder, older range"
1571,6930751304000,R/C BMW Z4 1/12,Toys,ACTIVE_UNPUBLISHED,741,2999,831,1,0,0,"Wave 4 — needs reorder, older range"
1572,9328577008726,[9328577008726] F-Z&O-L Gift Wrapping Paper,Various (Consignment),NOT_IN_SHOPIFY,753,556,208,14,42,840,"Wave 2 — in stock, existing range"
1573,1043686927099,Sortit Hair Accessories 678,Clothing,NOT_IN_SHOPIFY,190,458,208,8,5,121,"Wave 2 — in stock, existing range"
1574,1055812372034,P-250237 Sneakers,Clothing,NOT_IN_SHOPIFY,347,630,208,1,3,1035,"Wave 2 — in stock, existing range"
1575,1055812367029,P-250237 Sneakers,Clothing,NOT_IN_SHOPIFY,347,630,208,1,1,345,"Wave 2 — in stock, existing range"
1576,4000182685099,556 كلبس كبير,Clothing,NOT_IN_SHOPIFY,33,275,154,5,31,542,"Wave 1 — in stock, new arrival"
1577,4000169639099,453 buckle,Clothing,NOT_IN_SHOPIFY,76,275,154,5,62,1085,"Wave 1 — in stock, new arrival"
1578,2023010103231,[2023010103231] 1707 Loader Model 1:50,Toys (Consignment),NOT_IN_SHOPIFY,753,985,207,1,1,657,"Wave 2 — in stock, existing range"
1579,20250700,MAINTENANCE-k,All,NOT_IN_SHOPIFY,13,700,614,1,-1,0,"Wave 3 — needs reorder, new range"
1580,4001269258099,HX-606 سيف مضىء بمقبض مزدوج 2شفرة أسود,Toys,ACTIVE_UNPUBLISHED,33,1600,614,2,0,0,"Wave 3 — needs reorder, new range"
1581,4002125489099,2650 لانش بوكس 2 دور M-M مينت*موف+علبة صوص وشوكة وملعقه,School,ACTIVE_UNPUBLISHED,50,1800,614,5,0,0,"Wave 3 — needs reorder, new range"
1582,2056697002008,23882 Girls Dress,Clothing,ACTIVE_UNPUBLISHED,98,3230,153,4,6,4020,"Wave 1 — in stock, new arrival"
1583,1003963062010,110200 Boxer,Clothing,NOT_IN_SHOPIFY,679,915,207,5,12,1579,"Wave 2 — in stock, existing range"
1584,4000882314099,7 Shoulder bag - Mint,School,NOT_IN_SHOPIFY,103,300,153,1,2,220,"Wave 1 — in stock, new arrival"
1585,4000882315099,7 Shoulder bag - grey,School,NOT_IN_SHOPIFY,103,300,153,1,5,550,"Wave 1 — in stock, new arrival"
1586,4000882316099,7 Shoulder bag - Mauve,School,NOT_IN_SHOPIFY,103,300,153,1,1,110,"Wave 1 — in stock, new arrival"
1587,4000358723099,8016 نظارة سباحة sainteve بينك,Summer,ACTIVE_UNPUBLISHED,22,1974,612,8,0,0,"Wave 3 — needs reorder, new range"
1588,4000740100099,[4000740100099] 99164 Girls Craft Beads Set - Large,Toys,NOT_IN_SHOPIFY,425,600,206,2,2,320,"Wave 2 — in stock, existing range"
1589,6930519000991,[6930519000991] 211010 Plaster Cup & Saucer Making Science Kit,Toys (Consignment),NOT_IN_SHOPIFY,610,975,205,1,1,650,"Wave 2 — in stock, existing range"
1590,1014175301024,145 Shiny White Ballerina,Clothing,NOT_IN_SHOPIFY,124,500,205,1,1,234,"Wave 2 — in stock, existing range"
1591,1066648628099,638358 Backpack Butterfly Design 17 Inch,School,ACTIVE_UNPUBLISHED,49,2230,606,1,0,0,"Wave 3 — needs reorder, new range"
1592,1014896874099,32334H/Pull Back alloy car（Open the door）16assorted,Toys (Consignment),NOT_IN_SHOPIFY,687,737,204,1,2,884,"Wave 2 — in stock, existing range"
1593,4000113193099,707-Orange waist bag,Various,NOT_IN_SHOPIFY,69,315,151,1,7,875,"Wave 1 — in stock, new arrival"
1594,4000113192099,707-Lemon waist bag,Various,NOT_IN_SHOPIFY,69,315,151,1,7,875,"Wave 1 — in stock, new arrival"
1595,5900511230192,[10331-23019] Puzzle 300 pcs,Toys (Consignment),NOT_IN_SHOPIFY,330,970,204,2,2,647,"Wave 2 — in stock, existing range"
1596,1052883616099,301 Lunch Bag + Pencil Case - Red/Navy - C-R,School,ACTIVE_UNPUBLISHED,20,845,151,1,1,590,"Wave 1 — in stock, new arrival"
1597,1052883601099,301 Lunch Bag + Pencil Case - Purple - Lol,School,ACTIVE_UNPUBLISHED,20,845,151,1,1,590,"Wave 1 — in stock, new arrival"
1598,2056697240010,09422 Girls Short,Clothing,ACTIVE_UNPUBLISHED,57,1700,151,2,7,4690,"Wave 1 — in stock, new arrival"
1599,2056697237004,09422 Girls Short,Clothing,ACTIVE_UNPUBLISHED,57,1700,151,2,6,4020,"Wave 1 — in stock, new arrival"
1600,2073891498099,[20738-HH4-3] HH4-3 Kids Twister Characters Rechargeable RC Stunt Car,Toys (Consignment),ACTIVE_UNPUBLISHED,272,3592,816,8,0,0,"Wave 4 — needs reorder, older range"
1601,4000169592099,414 Girls' hair elastic,Clothing,NOT_IN_SHOPIFY,76,276,151,7,1,13,"Wave 1 — in stock, new arrival"
1602,9781837953875,My First Colours,Various (Consignment),ACTIVE_UNPUBLISHED,82,850,151,2,1,298,"Wave 1 — in stock, new arrival"
